Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
5/18/2017,-8.81,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
5/18/2017,-38.14,,,,Goggles,FIELD & STREAM 5513,,,,,,,,,,,,,,,
5/18/2017,-19.1,,,,Medical Supplies,CVS PHARMACY,,,,,,,,,,,,,,,
5/18/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
5/18/2017,-27.97,,,,Gasoline,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
5/19/2017,-14.27,,,,Gasoline,PILOT 00061,,,,,,,,,,,,,,,
5/19/2017,-6.54,,,,Beer,PILOT 00061,,,,,,,,,,,,,,,
5/19/2017,-3.76,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/21/2017,-2.13,,,,Coffee,STARBUCKS STORE 1176,,,,,,,,,,,,,,,
5/21/2017,-30.01,,,,Gasoline,SHELL OIL 57545374001,,,,,,,,,,,,,,,
5/21/2017,-12.44,,,,Restaurant Meal,MOE'S SW GRILL 335 0000,,,,,,,,,,,,,,,
5/21/2017,-20.7,,,,Swim Goggles,DICKS SPORTING GOODS1200 1200,,,,,,,,,,,,,,,
5/21/2017,-19.68,,,,Restaurant Meal,ALDI 66051 000000000359101,,,,,,,,,,,,,,,
5/22/2017,-7.7,,,,Restaurant Meal,SHUANG XI 0001,,,,,,,,,,,,,,,
5/23/2017,-30.99,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/23/2017,-9.43,,,,Restaurant Meal,TEDS BUTCHER BLOCK 084890016776962,,,,,,,,,,,,,,,
5/23/2017,,,-46.75,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping,,,,,,,,,,,,,,
5/25/2017,-3.32,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/26/2017,-52.24,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/26/2017,-26.6,,,,Restaurant Meal,THE 450 PIZZA JOIN 542929806928578,,,,,,,,,,,,,,,
5/26/2017,-21.64,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
5/26/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
5/27/2017,-6.16,,,,Coffee,STARBUCKS STORE 0840,,,,,,,,,,,,,,,
5/28/2017,-3.32,,,,Restaurant Meal,THE 450 PIZZA JOIN 542929806928578,,,,,,,,,,,,,,,
5/28/2017,-18,,,,Bar,POE'S TAVERN SI 00A0,,,,,,,,,,,,,,,
5/28/2017,-2.03,,,,Gas,BP#8280307CIRCLE K ST 27 8280,,,,,,,,,,,,,,,
5/29/2017,-19.61,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/29/2017,-2.03,,,,Drinks,BP#8280307CIRCLE K ST 27 8280,,,,,,,,,,,,,,,
5/30/2017,-3.64,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
5/30/2017,-3.32,,,,Restaturant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/31/2017,-28.51,,,,Gasoline,SUNOCO 0616124401 0616124401,,,,,,,,,,,,,,,
5/31/2017,-2.03,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
5/31/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
6/1/2017,-3.64,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
6/2/2017,-10.89,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
6/2/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
6/2/2017,-3.64,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
6/3/2017,,,-33.34,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping,,,,,,,,,,,,,,
6/3/2017,-0.86,,,,Server Fees,AMAZON WEB SERVICES,,,,,,,,,,,,,,,
5/4/2017,,,-47.25,,Water,CPW,,,,,,,,,,,,,,,
5/4/2017,"1,383.31",,,,Salary,GDG,,,,,,,,,,,,,,,
5/22/2017,"1,383.32",,,,Salary ,GDG,,,,,,,,,,,,,,,
5/24/2017,,,-45.08,,Electirc,SCEG,,,,,,,,,,,,,,,
5/4/2017,,,"1,127.06",,Property Tax Refund ,Charleston County,,,,,,,,,,,,,,,
5/4/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
5/5/2017,-12,,,,Monthly Maintenance Fee,,,,,,,,,,,,,,,,
5/20/2017,-33.17,,,,Gift,Mom's Birthday,,,,,,,,,,,,,,,
5/30/2017,,"1,018.16",,,Tax Refund,Federal Government,,,,,,,,,,,,,,,
5/20/2017,-14,,,,Beer,Remy Poynashef,,,,,,,,,,,,,,,
6/4/2017,,1900,,,Ladson Partnership,,,,,,,,,,,,,,,,
6/5/2017,,,-60.26,,Internet,Xfinity,,,,,,,,,,,,,,,
06/04/2017,-6.17,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
06/04/2017,-25.15,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
06/05/2017,-3.15,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
06/05/2017,-4.34,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/05/2017,-16,,,,Hair Cut,7056 GREAT CLIPS AT SHOPP 650000008422,,,,,,,,,,,,,,,
06/06/2017,-27,,,,Amex Late Fee,"Late Payment Fee""",,,,,,,,,,,,,,,
06/06/2017,-6.17,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
06/06/2017,-4.63,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/07/2017,-56.23,,,,Car Repair,SpeeDee Oil Change & T,,,,,,,,,,,,,,,
06/07/2017,-2.18,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
06/08/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/08/2017,-2.76,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
06/09/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/09/2017,-6.67,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
06/09/2017,-17.43,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/10/2017,-55.5,,,,Bar,WAREHOUSE 00A4,,,,,,,,,,,,,,,
06/10/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/10/2017,,,-56.25,,Hardware,LOWE'S OF JAMES ISLAND,,Landscaping,,,,,,,,,,,,,
06/11/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/11/2017,-5.25,,,,Beer,QUICK N EASY MARKET 033600000889063,,,,,,,,,,,,,,,
06/11/2017,-19.19,,,,Restaurant Meal,EARTH FARE 000000000084969,,,,,,,,,,,,,,,
06/12/2017,-39.2,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
06/12/2017,-6.08,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
06/12/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/12/2017,-2.94,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/13/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/13/2017,-8.42,,,,Restaurant Meal,MOE'S SW GRILL,,,,,,,,,,,,,,,
06/13/2017,-10.79,,,,Fishing,IN *THE CHARLESTON ANGLER,,,,,,,,,,,,,,,
06/13/2017,-4.76,,,,Dip,EXXONMOBIL 4767,,,,,,,,,,,,,,,
06/14/2017,-6.03,,,,Restaurant Meal,SUBWAY 210419 25500210419,,,,,,,,,,,,,,,
06/14/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/14/2017,-36.53,,,,Gasoline,SHELL OIL 10004069000,,,,,,,,,,,,,,,
06/14/2017,-27.52,,,,Gasoline,PILOT 00060,,,,,,,,,,,,,,,
06/18/2017,-25.42,,,,Gasoline,SHELL OIL 91002485858,,,,,,,,,,,,,,,
06/18/2017,-5.09,,,,Dip,SHELL OIL 10055343007,,,,,,,,,,,,,,,
06/18/2017,-10.17,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/19/2017,-4.76,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
06/19/2017,-20.66,,,,Shoes,LOWE'S OF W. ASHLEY,Chaco Taco,,,,,,,,,,,,,,
06/19/2017,-10.85,,,,Shoes,JO-ANN STORE,Chaco Taco,,,,,,,,,,,,,,
06/20/2017,-6.51,,,,Shoes,JO-ANN STORE,Chaco Taco,,,,,,,,,,,,,,
06/20/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
06/21/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/21/2017,-3.59,,,,Shoes,JO-ANN STORE,Chaco Taco,,,,,,,,,,,,,,
06/23/2017,-20,,,,Bar,THE ALLEY 650000009185805,,,,,,,,,,,,,,,
06/23/2017,-18.15,,,,Bar,THE ALLEY 650000009185805,,,,,,,,,,,,,,,
06/23/2017,-3.25,,,,Dip,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
06/24/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/24/2017,,,-45.25,,Hardware,LOWE'S OF JAMES ISLAND,,Landscaping,,,,,,,,,,,,,
06/25/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/25/2017,-30.85,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
06/25/2017,-7.22,,,,Restaurant Meal,CHIPOTLE,,,,,,,,,,,,,,,
06/25/2017,-13,,,,Bar,BURNS ALLEY 0029,,,,,,,,,,,,,,,
06/26/2017,-3.32,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
06/27/2017,-5.24,,,,Restaurant Meal,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
06/27/2017,-103.73,,,,Restaurant Meal,MINERO 1 MINERO 1,,,,,,,,,,,,,,,
06/27/2017,-3.32,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/17/2017,-12,,,,Dentist,Trident Family,,,,,,,,,,,,,,,
6/22/2017,-3.64,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
6/23/2017,-9.37,,,,Restaurant MEal,Hong Kong,,,,,,,,,,,,,,,
6/6/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
6/22/2017,-33.17,,,,Gift,Mom,,,,,,,,,,,,,,,
6/6/2017,,,-47.25,,Water ,CPW,,,,,,,,,,,,,,,
6/7/2017,"1,383.31",,,,Salary,GDG,,,,,,,,,,,,,,,
6/6/2017,,,-60.26,,Internet,Comcast,,,,,,,,,,,,,,,
6/21/2017,,,-49.95,,Internet,Comcast,,,,,,,,,,,,,,,
6/23/2017,"1,383.31",,,,Salary,GDG,,,,,,,,,,,,,,,
6/27/2017,,,-74.88,,Electirc,SCEG,,,,,,,,,,,,,,,
06/28/2017,-7.43,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
06/28/2017,-4,,,,Beer,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
06/29/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
06/30/2017,-3.25,,,,Dip,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
06/30/2017,-9.87,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
07/01/2017,-29.03,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
07/01/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
07/02/2017,-30.67,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
07/04/2017,-10.76,,,,Restaurant Meal,QUEEN STREET 0000,,,,,,,,,,,,,,,
07/04/2017,-23,,,,Gas,BP#8280638CIRCLE K ST 27 8280,,,,,,,,,,,,,,,
07/06/2017,-2.44,,,,Medical Supplies,RITE AID STORE,,,,,,,,,,,,,,,
07/06/2017,-1.93,,,,Medical Supplies,RITE AID STORE,,,,,,,,,,,,,,,
07/06/2017,-11.8,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
07/07/2017,-5.99,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
07/09/2017,,,-14.94,,Materials,LOWE'S OF W. ASHLEY,Landscaping,,,,,,,,,,,,,,
07/09/2017,,,-35.99,,Security Camera,AMAZON MKTPLACE PMTS,,,,,,,,,,,,,,,
07/10/2017,-16.65,,,,Book,AMAZON.COM,,,,,,,,,,,,,,,
06/29/2017,-9.75,,,,Beer,KNIGHTS QUICK STOP,,,,,,,,,,,,,,,
07/01/2017,-11.85,,,,Beer,KNIGHTS QUICK STOP,,,,,,,,,,,,,,,
07/02/2017,-6,,,,Bar,RECOVERY ROOM,,,,,,,,,,,,,,,
07/02/2017,-6.22,,,,Beer,MARTHAS QUICK STOP,,,,,,,,,,,,,,,
07/05/2017,-18,,,,Bar,PALACE HOTEL,,,,,,,,,,,,,,,
07/07/2017,-5,,,,Bar,SQ *THE COMMODORE,,,,,,,,,,,,,,,
07/08/2017,-14.4,,,,Bar,THE COMMODORE,,,,,,,,,,,,,,,
07/08/2017,-24.83,,,,Groceries,HARRIS TEETER #0365,,,,,,,,,,,,,,,
07/09/2017,-7.27,,,,Groceries,HARRIS TEETER #0277,,,,,,,,,,,,,,,
07/09/2017,-16,,,,Hair Cut,8818 GREAT CLIPS AT JAMES,,,,,,,,,,,,,,,
7/3/2017,-9.27,,,,Uber,,,,,,,,,,,,,,,,
6/27/2017,,,-74.88,,Electric Bill,SCEG,,,,,,,,,,,,,,,
7/7/2017,1383.32,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
7/7/2017,,,-47.25,,Water,CPW,,,,,,,,,,,,,,,
7/4/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
07/10/2017,-5.15,,,,Beer,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
07/11/2017,-19.19,,,,Clothing,WAL-MART SUPERCENTER 3367 3367,,,,,,,,,,,,,,,
07/11/2017,-48.3,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
07/11/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
07/13/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
07/13/2017,-25.69,,,,Gasoline,EXXONMOBIL 4767,,,,,,,,,,,,,,,
07/13/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
07/14/2017,-4.99,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
07/14/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
07/15/2017,-20.71,,,,Restaurant Meal,GRUMPYS DINER 650000008786751,,,,,,,,,,,,,,,
07/16/2017,-22.73,,,,Beer,SPEEDWAY 08246 334 542929808082465,,,,,,,,,,,,,,,
07/16/2017,-14.15,,,,Restaurant Meal,MES*CASA VILLA,,,,,,,,,,,,,,,
07/17/2017,-4.76,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
07/17/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
07/18/2017,-8.49,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
07/19/2017,-2.16,,,,Coffee,STARBUCKS STORE 1120,,,,,,,,,,,,,,,
07/19/2017,-7.7,,,,Restaurant Meal,SHUANG XI 0001,,,,,,,,,,,,,,,
07/19/2017,-3.25,,,,Restaurant Meal,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
07/20/2017,-46.41,,,,Medical Supplies,RITE AID STORE,,,,,,,,,,,,,,,
07/20/2017,-3.59,,,,Restaurant Meal,HARRIS TEETER #455 000000455,,,,,,,,,,,,,,,
07/20/2017,-2.17,,,,Restaurant Meal,HARRIS TEETER #455 000000455,,,,,,,,,,,,,,,
07/20/2017,-18.23,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
07/20/2017,-27.42,,,,Gasoline,EXXONMOBIL 4767,,,,,,,,,,,,,,,
07/20/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
07/21/2017,-6.66,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
07/21/2017,-17.71,,,,Restaurant Meal,FIVE LOAVES,,,,,,,,,,,,,,,
07/22/2017,,,-33.8,,Hardware,LOWE'S OF JAMES ISLAND,Hardscaping,,,,,,,,,,,,,,
07/22/2017,,,-21.65,,Hardware,LOWE'S OF JAMES ISLAND,Hardscaping,,,,,,,,,,,,,,
7/10/2017,-14.4,,,,Bar,Commodore,,,,,,,,,,,,,,,
7/10/2017,-24.83,,,,Groceries,HARRIS TEETER #455 000000455,,,,,,,,,,,,,,,
7/13/2017,-3.57,,,,Dip,Knights,,,,,,,,,,,,,,,
7/17/2017,-48.79,,,,Groceries,Piggly Wiggly,,,,,,,,,,,,,,,
7/17/2017,-13.59,,,,Ferry,Cape Lookout,,,,,,,,,,,,,,,
7/17/2017,-29.95,,,,Ferry,Cape Lookout,,,,,,,,,,,,,,,
7/17/2017,-5.77,,,,Dip,BP,,,,,,,,,,,,,,,
7/18/2017,-7.55,,,,Restaurant Meal,Handy House,,,,,,,,,,,,,,,
7/22/2017,-40.3,,,,Beer,College Corner,,,,,,,,,,,,,,,
7/13/2017,1383.31,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
07/22/2017,-6.98,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
07/22/2017,-16.43,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
07/23/2017,-42.53,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
07/23/2017,,,-49.59,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping,,,,,,,,,,,,,,
07/23/2017,,,-32.56,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping,,,,,,,,,,,,,,
07/23/2017,-5.09,,,,Restaurant Meal,HARRIS TEETER,,,,,,,,,,,,,,,
07/23/2017,-3.64,,,,Dip,BP#8282964CIRCLE K ST 27 8282,,,,,,,,,,,,,,,
07/24/2017,,,-36.66,,Hardware,THE HOME DEPOT,Landscaping,,,,,,,,,,,,,,
07/24/2017,-7.43,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
07/26/2017,-7.33,,,,Restaurant Meal,BOARDWALK BURGERS,,,,,,,,,,,,,,,
07/27/2017,-62.3,,,,Beer,THE LIQUOR STORE OF JACKS 000000001,,,,,,,,,,,,,,,
07/27/2017,-81.15,,,,Fishing Supplies,ORVIS,,,,,,,,,,,,,,,
07/27/2017,-7,,,,Baggage Fee,DELTA AIR LINES,,,,,,,,,,,,,,,
07/27/2017,-34.47,,,,Beer,DANIEL JUNCTION 00502047,,,,,,,,,,,,,,,
07/27/2017,-57.4,,,,Groceries,ALBERTSONS STORE 0183,,,,,,,,,,,,,,,
07/28/2017,-35.54,,,,Gasoline,LOAF 'N JUG,,,,,,,,,,,,,,,
07/28/2017,-1.89,,,,Drinks,LOAF 'N JUG,,,,,,,,,,,,,,,
07/28/2017,-7.49,,,,Groceries,ALBERTSONS STORE 0183,,,,,,,,,,,,,,,
07/29/2017,-2.4,,,,Restaurant Meal,WENDY'S 4006 000004006,,,,,,,,,,,,,,,
07/29/2017,-23.1,,,,Fishing Supplies,ORVIS,,,,,,,,,,,,,,,
07/29/2017,-2.88,,,,Drinks,ALBERTSONS STORE 0183,,,,,,,,,,,,,,,
7/25/2017,-28,,,,Dentist,Trident General,,,,,,,,,,,,,,,
7/26/2017,-3,,,,Dip,SHORT TRIP 22 0705,,,,,,,,,,,,,,,
7/25/2017,-15.88,,,,Uber,,,,,,,,,,,,,,,,
7/30/2017,-19.83,,,,Uber,,,,,,,,,,,,,,,,
7/31/2017,-30,,,,Park Pass,Teton Park,,,,,,,,,,,,,,,
7/26/2017,,,-93.92,,Electricity,SCEG,,,,,,,,,,,,,,,
7/26/2017,-127.97,,,,Car Registration,Charleston County,,,,,,,,,,,,,,,
07/30/2017,-8.26,,,,Restaurant Meal,WILLY'S #24 WILLY'S #24,,,,,,,,,,,,,,,
07/30/2017,-10.36,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
07/31/2017,-239.61,,,,Television,WAL-MART SUPERCENTER 2348 2348,,,,,,,,,,,,,,,
07/31/2017,-29.38,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
07/31/2017,,,-28.39,,Landscaping,THE HOME DEPOT,,,,,,,,,,,,,,,
07/31/2017,-10.42,,,,Restaurant Meal,SMASHBURGER D4,,,,,,,,,,,,,,,
07/31/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
08/01/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
08/01/2017,-3.64,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
08/01/2017,-16,,,,Hair Cut,7056 GREAT CLIPS AT SHOPP 650000008422,,,,,,,,,,,,,,,
08/02/2017,,,-32.13,,Lanscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/02/2017,-16,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
08/03/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
08/04/2017,-12.75,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
08/04/2017,-4.76,,,,Dip,EXXONMOBIL 4767,,,,,,,,,,,,,,,
08/04/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
08/05/2017,,,-50.35,,Landscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/06/2017,-30.67,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
08/06/2017,-9.41,,,,Restaurant Meal,MOE'S SW GRILL 134 0060,,,,,,,,,,,,,,,
08/06/2017,,,-91.46,,Lanscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/06/2017,,,-51.53,,Lanscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/06/2017,-5.09,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/06/2017,-27.91,,,,Gasoline,EXXONMOBIL 4767,,,,,,,,,,,,,,,
08/06/2017,-11.51,,,,Restaurant Meal,EARTH FARE 000000000084969,,,,,,,,,,,,,,,
08/07/2017,-7.43,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
08/07/2017,-8.33,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
08/07/2017,-54.62,,,,Restaurant Meal,FIVE LOAVES,,,,,,,,,,,,,,,
08/08/2017,-7.49,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
08/08/2017,-2.16,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
08/08/2017,-24.27,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/09/2017,-1.82,,,,Restaurant Meal,MASCOT PETROLEUM CO INC 0616,,,,,,,,,,,,,,,
08/09/2017,-30.61,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/11/2017,-20.71,,,,Belt,HALF-MOON OUTFITTERS,,,,,,,,,,,,,,,
08/11/2017,-9.21,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
08/12/2017,-19.9,,,,Bar,TACO BOY DOWTOWN 0024,,,,,,,,,,,,,,,
08/12/2017,,,-57.21,,Lanscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/12/2017,,,-8.48,,Landscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/12/2017,-5.6,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/12/2017,-2.17,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/12/2017,-15.99,,,,Gasoline,BP#6150627CK STORE272335 6150,,,,,,,,,,,,,,,
08/12/2017,-48.66,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
08/13/2017,-41.22,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
08/13/2017,-8.33,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
08/13/2017,,,-45.35,,Landscaping,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/13/2017,-5.8,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
08/13/2017,-9.92,,,,Restaurant Meal,BARBERITOS CHARLESTON 0000,,,,,,,,,,,,,,,
08/15/2017,-137.66,,,,Health Care,RSF PHYSICIANS 542929806567152,,,,,,,,,,,,,,,
08/16/2017,-29.54,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/16/2017,-7.22,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
08/17/2017,-27.83,,,,Gasoline,BP#6150627CK STORE272335 6150,,,,,,,,,,,,,,,
08/18/2017,-7.7,,,,Restaurant Meal,SHUANG XI 0001,,,,,,,,,,,,,,,
08/18/2017,-8.53,,,,Beer,RUTLEDGE MART 650000009882898,,,,,,,,,,,,,,,
08/18/2017,-12,,,,Restaurant Meal,MARINA VARIETY STORE INC 00-0801894682,,,,,,,,,,,,,,,
08/19/2017,-27,,,,Bar,WAREHOUSE 00A4,,,,,,,,,,,,,,,
08/19/2017,-14.92,,,,Bar,TACO BOY DOWTOWN 0024,,,,,,,,,,,,,,,
08/19/2017,-4.75,,,,Bar,TACO BOY DOWTOWN 0024,,,,,,,,,,,,,,,
08/19/2017,-18,,,,Bar,SILVER DOLLAR 0093,,,,,,,,,,,,,,,
08/19/2017,-3.84,,,,Dip,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
08/19/2017,-300.16,,,,Gift,LOWE'S OF JAMES ISLAND,,Virginia's Bday,,,,,,,,,,,,,
08/19/2017,-8,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/19/2017,-6.55,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/19/2017,-25.09,,,,Gasoline,EXXONMOBIL 4217,,,,,,,,,,,,,,,
08/20/2017,-8.33,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
08/20/2017,,,-43.58,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
08/20/2017,-3.64,,,,Dip,BP#8282964CIRCLE K ST 27 8282,,,,,,,,,,,,,,,
08/21/2017,,,-51.12,,Hardware,LOWE'S OF W. ASHLEY,,,,,,,,,,,,,,,
08/21/2017,-5.6,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
08/22/2017,-47.6,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
